	0
na1[c]	1.0111820775750169
2mcit[c]	1.0130720036682104
2mcit[e]	1.0110898102645176
nadh[m]	0.9801954975363768
nad[m]	0.9690963360281036
2oxoadp[m]	1.0090199883506032
coa[m]	0.9244512039248929
co2[m]	1.026557899656216
glutcoa[m]	1.0324568161904666
2oxoadp[c]	1.00745825376779
34dhmald[c]	0.93427567574764
34dhoxpeg[c]	0.9339965224857487
34dhoxpeg[e]	1.0008874175365001
34dhpha[c]	0.999203542052829
amet[c]	1.0050053535416477
ahcys[c]	1.0035002978383916
homoval[c]	1.0017746121557796
34dhphe[e]	1.0167607576942213
34dhphe[c]	1.0000866737756142
34dhpac[c]	0.98680934279864
34dhoxmand[c]	0.9990348298674496
34hpp[m]	1.0288373426825896
34hpl[m]	1.027829077387146
co2[c]	1.0012758117774194
34hpp[c]	0.9983759539816655
hgentis[c]	0.9991940531235479
35cgmp[c]	1.0002004841673762
35cgmp[n]	0.9993016034730524
3aib[m]	1.0224458169388104
2mop[m]	1.052376394159985
glu_L[m]	1.0327334702174102
3aib[c]	1.0012042309613995
3dphb[m]	0.9997726463690558
3dpdhb[m]	1.0298753345619949
3dsphgn[c]	1.0000449694342113
sphgn[c]	1.0106465455328972
3hanthrn[c]	1.073917805665123
cmusa[c]	1.0155793064390584
b2coa[m]	1.0204869258391596
3hbcoa_R[m]	1.0656213884618082
3hibutcoa[m]	0.9948195670380379
3hmp[m]	1.0533024409893015
glu_L[c]	1.0037143810928484
hLkynr[c]	1.0516464173937736
42A3HP24DB[c]	0.9696039141243344
dopa[c]	0.9842578629701411
coa[c]	0.9911542780788006
3hpcoa[c]	0.9992865593624581
3hpp[c]	1.003587229682407
msa[c]	1.0011740534795464
3hxkynam[c]	0.9127484816301873
48dhoxquin[c]	0.9753003865532426
3mox4hpac[c]	0.9933590114929219
3mlda[c]	1.0001893692421058
3mlda[e]	1.000016514483791
3mob[c]	1.0057630527208516
3mob[m]	0.9673230961458014
3mop[c]	1.0046747167699779
3mop[m]	0.9566425860461081
3m4hpga[c]	0.964441160531396
3mox4hoxm[c]	0.9961349599753864
3moxtyr[c]	1.0214251085325048
h2o[l]	1.066098150636492
pi[l]	1.0188743136176872
3amp[l]	0.9992865593624581
adn[l]	1.0013270672266508
3sala[m]	1.0219377429449554
3sala[c]	1.0064278423638324
asp_L[c]	1.003827144299039
asp_L[m]	1.0382321506129688
hyptaur[c]	1.0135905417409365
3snpyr[c]	1.000621522418094
3snpyr[m]	1.0057745586398483
so3[c]	0.9738499756991162
pyr[m]	1.0065115922757935
so3[m]	0.9376929079286492
adrnl[c]	1.0151269253754
mma[c]	0.9093790262908434
nrpphr[c]	1.0040055370991405
4abut[c]	0.9958854561163465
4abut[m]	1.0424405002066972
coucoa[m]	1.0015374757874684
4hbzcoa[m]	0.9996377312482492
accoa[m]	0.9574455590476662
4hbz[m]	0.99948157662746
4hdebrisoquine[e]	0.9994909816857912
4hdebrisoquine[c]	0.9995340826773726
4hglusa[m]	1.0041147785069493
e4hglu[m]	1.0144015407796159
4hoxpacd[c]	0.9867760976154484
4hphac[c]	0.9991980819296491
4mop[c]	0.999842225393907
4mop[m]	0.957086487181459
4mptnl[c]	1.1060414087092252
4mptnl[e]	1.159466026992092
4mptnl[m]	1.1156153076163589
4mptnl[r]	1.159466026992092
4mtolbutamide[e]	0.9994875202610313
4mtolbutamide[c]	0.9995297499129757
4nphsf[e]	1.000083625617776
4nphsf[c]	1.0002873643123527
4nph[c]	0.9982379001426938
4nph[e]	0.9966129885995749
4pyrdx[c]	0.9995893599549475
4pyrdx[e]	0.9996406505335346
5adtststeroneglc[c]	0.9950715188137577
5adtststeroneglc[e]	0.9982691250228903
5adtststeroneglc[r]	0.9922193259240669
5adtststerones[c]	1.0410559592829323
5adtststerones[e]	0.882565596445812
5adtststerone[c]	1.0320994985716412
5adtststerone[e]	0.9913301455031712
5adtststerone[r]	1.0522782348426103
5aop[c]	1.0030320811203965
5aop[m]	1.0219449653121118
5dhf[c]	1.0008167626633437
5dhf[l]	1.001264901505469
h2o[e]	0.9883299643197526
5fthf[e]	0.9988370995316979
5fthf[c]	0.9996425072372808
5htrp[c]	0.9897694188770652
srtn[c]	0.9818982441793563
5homeprazole[e]	0.9994875202610313
5homeprazole[c]	0.9995297499129757
5hoxindact[c]	0.9929899849631285
5hoxindoa[c]	0.9903670930604727
5hoxindact[m]	1.0091714007541246
5hoxindoa[m]	1.0017450979333589
5hoxnfkyn[c]	1.1321507692646127
5htrp[e]	0.9922357527814146
5hxkyn[c]	1.0327188521949169
5hxkynam[c]	0.9870549569019321
46dhoxquin[c]	0.994651412992337
5mthf[e]	0.9993491342832675
5mthf[c]	1.0006421780038852
5thf[c]	1.0026561034386192
5thf[l]	1.0013067263248354
5thf[m]	1.0097130983954552
6dhf[c]	1.0014960666444097
6dhf[l]	1.0015978468667992
6dhf[m]	1.0064564352887198
6htststerone[c]	0.9979062106524211
6htststerone[e]	0.9984222101611544
6htststerone[r]	0.9976184380363478
6thf[c]	1.0018381376707528
6thf[l]	1.0012504961454394
6thf[m]	1.0070335835177486
7dhchsterol[r]	1.0025134700856357
7dhchsterol[c]	1.002972770277067
7dhf[c]	1.0033752363703987
7dhf[l]	1.0021097534306442
7dhf[m]	1.00651216404455
7thf[c]	1.0039840240821987
7thf[l]	1.0014344070240493
7thf[m]	1.0066103678225098
m2mn[c]	0.9992865593624581
man[c]	1.0382761278232164
mn[c]	0.9995796668640294
m2mn[l]	0.9932594320183994
man[l]	0.9967498841321145
mn[l]	0.9962797669881085
galgluside_hs[c]	0.9873627036068606
udpgal[c]	1.003648280511666
thcrm_hs[c]	0.9714159262562961
udp[c]	0.9894955318341355
h[g]	1.0232200808982668
galgluside_hs[g]	0.998364276164784
udpgal[g]	0.9948402795364285
thcrm_hs[g]	0.9991680822292033
udp[g]	0.9998377653473517
T_antigen[g]	0.9969668367862764
uacgam[g]	0.9944292768256818
gncore1[g]	0.9993748318845572
core2[g]	0.9989148273783696
gncore2[g]	0.9994099696543717
aact[c]	1.0170314208891702
mthgxl[c]	0.989872302218073
aact[m]	1.0433543628883721
L2aadp6sa[m]	1.0131111730243612
fucgalacglcgalgluside_hs[g]	0.9993391266062378
udpacgal[g]	0.9925882858470876
acgalfucgalacglcgalgluside_hs[g]	0.9991512214238281
galfucgalacglcgalgluside_hs[g]	0.9992661841181006
fuc12gal14acglcgalgluside_hs[g]	0.9993335517752799
galfuc12gal14acglcgalgluside_hs[g]	0.9994145087994754
acgalfuc12gal14acglcgalgluside_hs[g]	0.9991550908695594
fucgalacgalfuc12gal14acglcgalgluside_hs[g]	0.9993073788848719
acgalfucgalacgalfuc12gal14acglcgalgluside_hs[g]	0.997676416592492
fucgalacglcgal14acglcgalgluside_hs[g]	0.9993369215060671
acgalfucgalacglcgal14acglcgalgluside_hs[g]	0.9991579751312962
fucgalacgalfucgalacglcgal14acglcgalgluside_hs[g]	0.9993073979348911
acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs[g]	0.9977350771917041
galfucgalacglcgal14acglcgalgluside_hs[g]	0.9994899406497233
fucfucgalacglcgalacglcgal14acglcgalgluside_hs[g]	0.9993157271847037
galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs[g]	0.9994099595748551
sucsal[m]	1.0262430986556277
abt[c]	1.0046993144009493
xylu_L[c]	1.0154344748835151
abt[e]	1.0015633630061944
h[l]	1.0153123628162612
4abut[l]	0.9988786849301146
4abut[e]	0.9885398880222362
2maacoa[m]	0.7766003288786871
ppcoa[m]	0.9796613662660089
aacoa[m]	0.8995225597858034
coa[x]	1.0113161228909577
accoa[x]	1.0063876244175745
aacoa[x]	1.0166633182031743
acac[c]	0.7364950973403211
acac[m]	0.8511371630512147
3odcoa[x]	0.9060030745867775
occoa[x]	0.9713237523184415
3oddcoa[x]	0.918644598323043
dcacoa[x]	1.0227612842586853
3otdcoa[x]	0.9655949597300905
ddcacoa[x]	1.0033843357923933
3ohdcoa[x]	0.9322353067578127
tdcoa[x]	0.9955440042566218
3ohodcoa[x]	0.9871035857578996
pmtcoa[x]	0.9314022851738044
3ohxccoa[x]	0.9838722225080301
ttccoa[x]	1.0004056634262168
acac[x]	0.9606264997826757
acald[m]	0.9989254499948442
acald[c]	0.9972424615209522
acald[r]	1.0085493433500017
acald[x]	0.9954239174497458
atp[m]	0.9856434620745308
adp[m]	0.9766033299319382
pi[m]	0.9882958422458844
hco3[m]	1.0049054759892202
malcoa[m]	1.0777080448066272
accoa[c]	1.0002718642385264
accoa[g]	0.9996924311911282
amp[m]	0.9843836160088608
ppi[m]	0.9858315162151848
ppa[m]	1.0919264164888076
accoa[n]	0.9628072286455467
accoa[r]	1.0032118616452477
acetone[e]	1.0173177102046098
acetone[c]	0.9252710192968393
acetone[m]	0.8876703327256806
acgagbside_hs[c]	1.1116357249847508
acgagbside_hs[g]	1.0764649489023557
acgagbside_hs[l]	1.078605020502523
acgalfucgalacgalfuc12gal14acglcgalgluside_hs[e]	0.9976003400193344
acgalfucgalacgalfuc12gal14acglcgalgluside_hs[c]	0.9968051022245719
acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs[e]	0.9976663860244465
acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs[c]	0.9969090760485702
acgal[c]	0.9515825374315139
acgal1p[c]	0.9588355261237445
itp[c]	1.0051711803419652
idp[c]	1.010124437958962
acgal[g]	0.9680299105194783
acgal[l]	0.948645169563713
gam6p[c]	1.0174662963619268
acgam6p[c]	0.9907089044201522
acgam[c]	0.9817012925077863
acgam1p[c]	0.9929409680673579
acgam[l]	0.9785802556028753
acgbgbside_hs[c]	0.9922668248024741
acgbgbside_hs[g]	0.9889174245716614
acgbgbside_hs[l]	0.993785701918227
acgpail_hs[c]	0.9926745863203864
ac[c]	0.9439611125597157
gpail_hs[c]	0.9957807799121717
acglu[m]	1.0784288696406894
ac[e]	0.7100254530571682
ach[e]	1.0003489440853093
chol[e]	0.9984185687009868
ach[n]	0.9728761144279239
ach[c]	0.9989178622889631
cit[c]	1.0268974778293842
oaa[c]	1.004878443392831
acn13acngalgbside_hs[c]	0.9993033936726075
acn13acngalgbside_hs[e]	0.9993831840221936
acn13acngalgbside_hs[g]	0.9993414307674594
acn23acngalgbside_hs[c]	0.9993033936726075
acn23acngalgbside_hs[e]	0.9993831840221936
acn23acngalgbside_hs[g]	0.9993414307674594
acnacngal14acglcgalgluside_hs[e]	0.9993770479524257
acnacngal14acglcgalgluside_hs[c]	0.9992989620015332
acnacngal14acglcgalgluside_hs[g]	0.9993353619524924
acnacngalgbside_hs[c]	0.9993033936726075
acnacngalgbside_hs[e]	0.9993831840221936
acnacngalgbside_hs[g]	0.9993414307674594
acmanap[c]	0.9918641956546107
pep[c]	0.9686312574987457
acnamp[c]	0.9941166790448034
man6p[c]	1.0526233370808744
kdnp[c]	1.0308926813081514
acnam[c]	0.9979011992414942
acnam[l]	1.002540144061554
acnam[n]	1.0049058589136028
acngalacglcgal14acglcgalgluside_hs[e]	0.9993839190032014
acngalacglcgal14acglcgalgluside_hs[c]	0.9993018889755649
acngalacglcgal14acglcgalgluside_hs[g]	0.999346687962133
acmana[c]	0.986689045782211
2mbcoa[m]	1.0119530830731098
fad[m]	1.0103523013293463
2mb2coa[m]	0.9787993663421183
fadh2[m]	0.9969468180210546
btcoa[m]	0.9513645156122689
ivcoa[m]	1.0101809356044724
3mb2coa[m]	1.004288565689585
ibcoa[m]	0.9485489687810655
2mp2coa[m]	0.9704129216806621
o2[x]	0.9968997253566053
h2o2[x]	0.9946738106388369
hdd2coa[x]	0.9836184366081165
acorn[c]	0.9992696152224027
orn[c]	1.0095250117522034
cit[m]	1.079583361305212
icit[m]	1.0419128722014475
fad[x]	1.0520849733742395
fadh2[x]	1.0465992259752122
dhcholoylcoa[x]	1.0228393140600807
thcholoylcoa[x]	1.040147256383633
h2o[x]	0.9836302615837844
cholcoas[x]	1.0068258689340763
cholcoads[x]	0.9729853763132609
fmn[c]	1.001169149562789
ribflv[c]	1.0009220639898488
acrn[c]	1.0257453315467735
acrn[m]	1.1041465935638424
amp[c]	0.9945336235026674
ppi[c]	0.9941695898237539
ppcoa[c]	1.0164054407804097
ppa[c]	0.7155916786332862
ac[m]	1.1107086661329206
5moxact[c]	0.9981568365319546
Nacsertn[c]	1.0000184606429183
melatn[c]	1.0004415342894415
ac[g]	1.0769578540438154
acetol[c]	1.0073213937935737
adn[c]	1.0010572039644992
ins[c]	1.0537685534300854
nh4[e]	1.0148668877707243
adn[e]	0.9868964742156575
ins[e]	1.074866607403081
ade[e]	0.9909182729898399
ade[c]	0.9853249555497539
ade[l]	0.9908639229392053
adhap_hs[c]	1.009272495439229
adhap_hs[x]	1.0054921778896735
gtp[c]	0.9906015000232472
gdp[c]	0.9811186541975372
gtp[m]	0.8557317389878684
gdp[m]	0.8658941377867
damp[c]	0.9442747428457215
datp[c]	1.006756180337086
dadp[c]	0.9988908483568112
ametam[c]	0.9834141276125573
camp[c]	0.9989693632844608
adn[m]	1.0412745116188764
adpglc[c]	0.9992724059551638
g1p[c]	0.9847342550169688
adpman[c]	0.9992724059551638
man1p[c]	1.0277635011999764
adprib[m]	0.9992865593624581
r5p[m]	0.9992451502982358
adprib[e]	1.0926056239825723
adprib[c]	1.0424651398805207
adp[x]	1.0134222324390219
adrncoa[c]	1.0009018127616547
adrncoa[x]	0.9962375404686754
crn[c]	1.0173878561745697
adrncrn[c]	1.0396857994176023
adrncoa[m]	0.9482726340765875
crn[m]	1.0254748266813178
adrncrn[m]	1.0406316562013036
adrnl[e]	1.0240776375244938
adrn[e]	0.9992158017465573
adrn[c]	1.0093274433873611
adsel[c]	0.9485726949317155
3padsel[c]	0.9798871038798934
aps[c]	0.8750607157029824
dcamp[c]	0.9292872354110638
fum[c]	0.9954110812500048
25aics[c]	1.0044974547106256
aicar[c]	1.0024500370275649
aflatoxin[e]	0.9992856216383609
aflatoxin[c]	0.9992807474739466
ksi_pre18[g]	0.9991815236545691
ksi_pre19[g]	0.999144367018181
ksi_pre21[g]	0.9991815236545691
ksi_pre22[g]	0.999144367018181
ksi_pre24[g]	0.9991815236545691
ksi_pre25[g]	0.999144367018181
ksi_pre27[g]	0.9991815236545691
ksi_pre28[g]	0.999144367018181
ksi_pre30[g]	0.9991815236545691
ksi_pre31[g]	0.999144367018181
ksi_pre33[g]	0.9991815236545691
ksi_pre34[g]	0.999144367018181
ksii_core4_pre2[g]	0.9986724502335682
ksii_core4_pre3[g]	0.9990004938774129
ksii_core4_pre4[g]	0.9991107379909794
ksii_core4_pre5[g]	0.9991245541361055
ksii_core4_pre7[g]	0.9991797071431024
ksii_core4_pre8[g]	0.9991437450350302
ksii_core2_pre2[g]	0.999011211893228
ksii_core2_pre3[g]	0.9990975281576635
ksii_core2_pre4[g]	0.9991392178209868
ksii_core2_pre5[g]	0.999131964049691
ksii_core2_pre7[g]	0.999180311578429
ksii_core2_pre8[g]	0.9991439157418205
ksi_pre1[g]	0.9890936239368627
ksi_pre2[g]	0.9961623747362659
ksi_pre3[g]	0.9982853178239712
ksi_pre4[g]	0.9988894595294664
ksi_pre6[g]	0.9991597588840958
ksi_pre7[g]	0.9991379440287684
ksi_pre9[g]	0.9991806711644493
ksi_pre10[g]	0.999143894826694
ksi_pre12[g]	0.9991815236545691
ksi_pre13[g]	0.999144367018181
ksi_pre15[g]	0.9991815236545691
ksi_pre16[g]	0.999144367018181
ak2g_hs[c]	1.0043957690175096
cdpchol[c]	1.0039788310919793
ak2gchol_hs[c]	1.0131314378313807
cmp[c]	0.9974999417962704
ak2gpe_hs[c]	1.0011049515157382
dak2gpe_hs[c]	1.0016646246555143
cdpea[c]	0.9992857851841951
ak2gp_hs[c]	1.0068374090751842
akdhap_hs[c]	1.0000155660721826
akgp_hs[c]	1.0028976649554278
Rtotal2[c]	1.0120277210961983
agm[m]	1.1012931508830188
ptrc[m]	0.9490584415209073
urea[m]	0.9506505562253101
Rtotal2coa[c]	1.011028308758317
alpa_hs[c]	1.017940202196262
pa_hs[c]	0.9936071555780204
akdhap_hs[x]	1.000460528285688
acg5p[m]	0.9992865593624581
acg5sa[m]	1.0062334960215824
alkylR1oh[x]	0.9992865593624581
Rtotal[x]	1.0115412600407665
ala_L[m]	1.0477864396221064
glx[m]	1.010125977775871
gly[m]	1.0344430205478625
pyr[x]	0.9980735252809094
ala_L[x]	1.0184277322611592
glx[x]	1.0095650825923583
gly[x]	1.0188410688841396
ahandrostanglc[c]	1.0168596660132352
ahandrostanglc[e]	1.0045247104893553
ahandrostanglc[r]	1.0274500209072168
ahcys[n]	0.9995018716939228
ahcys[r]	0.994562899698825
n2m2nmn[l]	1.0005684073470806
n2m2mn[l]	1.0016779791350956
air[c]	0.9995401483270236
5aizc[c]	1.0076635861257104
succoa[m]	0.966145157037052
mal_L[c]	1.0091800182972621
mal_L[m]	1.0348699778283073
akg[e]	0.9014911341317252
akg[x]	1.02989430450801
prgstrn[c]	1.0094696253112299
aprgstrn[c]	0.9977008230282653
xol7ah[c]	1.0297684526049662
xol7ah2[c]	1.028173035237929
xoldioloneh[c]	1.0284598620064702
xoltriol[c]	1.0258552169661208
xol7aone[c]	1.0011964783542682
xoldiolone[c]	1.0130837426814001
ala_L[e]	1.3020613663675844
ala_L[c]	1.1131587181662561
asn_L[c]	1.131384780231756
asn_L[e]	1.3646946574585526
cys_L[c]	1.095995660662231
cys_L[e]	1.328639012655287
ala_D[e]	1.092675199068637
ala_D[c]	1.0345491436279213
gln_L[c]	1.1099405868697145
gln_L[e]	1.313053317434253
gly[c]	1.0595099731127386
gly[e]	1.22239093242689
ser_L[c]	1.1124271750242702
ser_L[e]	1.3380876604451997
ala_L[l]	1.0399260738903946
thr_L[c]	1.094320688958587
thr_L[e]	1.2691282950619058
12ppd_R[c]	0.978041093142237
lald_D[c]	0.9921656918111245
12ppd_S[c]	1.0028940649320446
lald_L[c]	0.9894053934306892
etoh[c]	1.0016293220240964
id3acald[c]	0.9748903041101774
ind3ac[c]	0.9973071646057493
id3acald[m]	0.9977931153331774
ind3ac[m]	0.9980154032841791
pristanal[c]	1.0079125854878983
prist[c]	1.016767940110482
aldstrn[c]	1.0058894804633378
aldstrn[e]	1.004265919112603
aldstrn[m]	1.0083372125386174
dhap[c]	1.0765722562340339
dha[c]	0.9948373633145474
arachd[c]	1.0160746301752428
12HPET[c]	1.0062885116666545
12RHPET[c]	0.9995833831397682
15HPET[c]	0.9559362577272293
5HPET[c]	0.983212356135576
leuktrA4[c]	1.0090088681857647
dhcholestancoa[x]	0.8972186820947768
h2o[r]	1.0420874509402762
o2[r]	1.0031500522792198
dhcholoylcoa[r]	1.0018874405188685
dhcholestancoa[r]	1.0083862695252301
cholcoar[x]	1.0158784489319839
cholcoas[r]	1.0022718528879317
cholcoar[r]	1.00777306377617
amuco[c]	1.0010792366812973
amet[r]	1.0057983686989127
amet[m]	1.0027823276760088
ahcys[m]	1.004612634868989
amet[n]	0.999430597631287
imp[c]	1.0087476815771048
cgly[e]	1.0041199144292428
amp[x]	1.010637662190022
amp[r]	0.9745681422998517
strch1[e]	0.9992865593624581
glc_D[e]	0.9821477614835149
strch2[e]	1.0060430723350826
glygn2[e]	0.9992865593624581
glygn4[e]	1.0060430723350826
andrstrnglc[c]	0.9724019087644592
andrstrnglc[e]	0.990679279351065
andrstrnglc[r]	0.9594211686653987
andrstrn[e]	0.8354122931084134
andrstrn[c]	0.9391757041540467
andrstrn[r]	0.9452019340604617
antipyrene[e]	0.999276013420629
antipyrene[c]	0.9992724059551638
2aobut[m]	1.1422462793069998
ap4a[c]	0.9992865593624581
msa[m]	1.008476749994053
ala_B[m]	1.007680174007651
apnnox[e]	0.9995565249666677
apnnox[c]	0.9996382743260884
apoC[c]	1.0072314716833293
lys_L[c]	1.0089689027696587
apoC_Lys[c]	1.0019917324441732
apoC[m]	1.0067708097155523
lys_L[m]	1.0071087832218917
apoC_Lys[m]	1.0068008315857961
apoC_Lys_btn[c]	1.0156187182449652
biocyt[c]	1.006243043332817
apoC_Lys_btn[m]	1.0160312393162394
biocyt[m]	1.0067708097155523
appnn[e]	0.999280733584449
appnn[c]	0.9992766736152902
aprut[c]	0.9931044021457354
n4abutn[c]	0.9906041874777244
aqcobal[e]	0.9992865593624581
aqcobal[c]	0.9992814742465429
arab_L[e]	0.999282123436185
arab_L[c]	0.9992778730264347
arachcoa[c]	1.1725706361008
arachcoa[x]	1.003215863633646
arachcrn[c]	1.0364884553551375
arachcoa[m]	0.9708455581340169
arachcrn[m]	1.0261717854499757
arachdcoa[c]	1.008106752327607
arachdcoa[x]	1.0082408304613297
arachd[e]	0.9942605467996358
arachd[r]	0.9829171611924886
arach[e]	0.99821919694196
arach[c]	1.0097167715104913
arg_L[m]	0.9995231357398126
lys_L[e]	1.0312218285578234
arg_L[e]	1.0933291348303023
arg_L[c]	1.0190589659598914
orn[m]	1.0203102955865992
argsuc[c]	1.002701284014852
citr_L[c]	1.0350342941220403
sgalside_hs[l]	1.0000216743280066
galside_hs[l]	1.0032702582081108
so4[l]	1.0133902946702427
Rtotal[c]	1.021676459559993
Rtotalcoa[c]	1.0115387004827527
Rtotal3coa[c]	1.009685599519428
Rtotal3[c]	1.0075784181089416
pmtcoa[c]	0.9811750644691077
R1coa_hs[c]	1.007689917716158
hdcoa[c]	1.0068123773751487
tdcoa[c]	0.9782639430322442
lnlncacoa[c]	0.994888867105412
R2coa_hs[c]	1.0217322809925302
lnlncgcoa[c]	0.9838193773176906
strdnccoa[c]	1.0024848010332306
dlnlcgcoa[c]	0.9983747043846046
tmndnccoa[c]	1.0063471372642325
lnlccoa[c]	0.9893887193570947
clpndcoa[c]	0.9942854687150676
dcsptn1coa[c]	1.0022994846127757
c226coa[c]	1.0064627830019521
stcoa[c]	0.9843023154627173
R3coa_hs[c]	1.0142594525080197
odecoa[c]	1.0010813824555744
octd11ecoa[c]	1.0028106020042318
lneldccoa[c]	1.0047373086432327
R4coa_hs[c]	1.0160928293566809
nrvnccoa[c]	1.0103317549897415
od2coa[c]	0.9994899540695706
ttccoa[c]	1.004811916243685
R5coa_hs[c]	1.0206128416188207
hexccoa[c]	1.0097518604152087
eicostetcoa[c]	0.9988937190445936
tetpent6coa[c]	1.0389383536724202
tetpent3coa[c]	1.0406289010440193
tettet6coa[c]	1.0406289010440193
tethex3coa[c]	0.9900972396511176
hdd2coa[c]	1.0183320701987797
R6coa_hs[c]	1.0132812206427633
pmtcoa[m]	1.014830351296757
Rtotalcoa[m]	0.9322102458623179
Rtotal2coa[m]	0.9145620464715498
Rtotal3coa[m]	0.9149041862154041
Rtotal[l]	1.01167756697505
crm_hs[l]	1.00373412587286
sphings[l]	0.9792022774030616
ascb_L[c]	1.0037009547717284
o2s[c]	0.9707547682914349
dhdascb[c]	0.9972250299368568
ascb_L[e]	0.989742924196823
nh4[m]	1.0428989431386395
asn_L[m]	1.054915016686263
Asn_X_Ser_Thr[r]	1.0050608884007892
Asn_X_Ser_Thr[l]	1.005949007798026
cbp[c]	0.9943030079754788
cbasp[c]	0.9979444930229088
asp_D[e]	0.985469072990243
asp_D[c]	0.9780145480540198
k[c]	0.9205663443280591
k[e]	0.9705887777278003
asp_D[x]	0.985469072990243
Nacasp[m]	1.1486161686086507
asp_L[e]	1.0009593873607758
oaa[m]	1.0386036406220507
atp[r]	0.9766504360083296
adp[r]	1.023345615827733
atp[e]	0.99861794605839
pi[e]	0.9889035573674676
amp[e]	0.9865920843679336
adp[e]	1.002744667266097
atp[n]	0.9694694444544241
atp[x]	1.0084908153618442
avite2[e]	0.9992865593624581
avite2[c]	0.9991919315194555
gbside_hs[g]	0.9988181770842643
ga2_hs[g]	0.999058470061834
ga1_hs[g]	0.9992341672652727
gm2_hs[g]	0.9991020122555131
gm1_hs[g]	0.9990539357269536
gd2_hs[g]	0.9991324870776161
gd1b_hs[g]	0.9992245487851433
gt2_hs[g]	0.9991301411323106
gt1c_hs[g]	0.9992227616143646
galgbside_hs[g]	0.9990803258786897
acglcgalgluside_hs[g]	0.999174986323825
galacglcgalgluside_hs[g]	0.9992511896662807
gal14acglcgalgluside_hs[g]	0.9992511896662807
acglcgal14acglcgalgluside_hs[g]	0.9992667941483122
galacglcgal14acglcgalgluside_hs[g]	0.9992600537591764
acglc13galacglcgal14acglcgalgluside_hs[g]	0.9992520117641088
galacgalfuc12gal14acglcgalgluside_hs[g]	0.9992314893657408
galacgalfucgalacglcgal14acglcgalgluside_hs[g]	0.9992317726003992
acglcgalacglcgal14acglcgalgluside_hs[g]	0.9992683631635755
galacglcgalacglcgal14acglcgalgluside_hs[g]	0.9992604833007218
galacglc13galacglcgal14acglcgalgluside_hs[g]	0.9992561710938135
galthcrm_hs[g]	0.9992567892383062
galgalthcrm_hs[g]	0.999257083063562
galgalgalthcrm_hs[g]	0.9994030072049708
acglcgalgbside_hs[g]	0.9992460120817961
galacglcgalgbside_hs[g]	0.9994008644063429
